id	BioSample_id	BioSampleAccession	BioSampleAccessionSecondary	BioSampleBioProjectAccession	BioSampleSRAAccession	BioSampleTitle	BioSampleName	BioSamplePackage	BioSampleOrganism	BioSampleOrganismAlt	BioSampleTaxonomyID	BioSampleIsolate	BioSampleCollectedBy	BioSampleCollectionDate	BioSampleGeographicLocation	BioSampleHost	BioSampleHostDisease	BioSampleHostAge	BioSampleHostAgeUnit	BioSampleHostSex	BioSampleHostAnatomicalPart	BioSamplePassageHistory	BioSampleGISAIDAccession	BioSampleGISAIDVirusName	BioSampleSequencedBy	BioSamplePurposeSampling	BioSamplePurposeSequencing	BioSampleCollectionDevice	BioSampleDiagGeneName	BioSamplePCRCtValue	BioSampleIsolationSource	BioSampleLat	BioSampleLatLon	BioSampleLon	BioSampleSubmissionDate	BioSampleModificationDate	BioSamplePublicationDate	BioSampleOrganization	BioSampleComment
1	29612585	SAMN29612585		PRJNA857067	SRS14083986	Pathogen: environmental/food/other sample from Streptococcus agalactiae	KALRO-Sagal2	Pathogen.env.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		KALRO	2021-12-10	Kenya:Laikipia ranch	Camelus dromedarius															mastitis-infection		0.360600 N 36.782000 E		2022-07-08T16:32:14.963	2022-07-22T12:33:30.260	2022-07-08T00:00:00.000	Kenya Agricultural and Livestock Research Organisation
812	4593459	SAMN04593459		PRJNA315969	SRS1370347	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60792	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:13.083	2016-04-01T10:55:27.287	2016-03-31T11:55:03.190	University of Oxford
813	4593458	SAMN04593458		PRJNA315969	SRS1370348	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60790	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:13.043	2016-04-01T10:49:08.400	2016-03-31T11:55:03.190	University of Oxford
814	4593457	SAMN04593457		PRJNA315969	SRS1370349	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60789	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:13.003	2016-04-01T10:49:08.700	2016-03-31T11:55:03.190	University of Oxford
815	4593456	SAMN04593456		PRJNA315969	SRS1370350	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60788	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:12.973	2016-04-01T10:55:27.003	2016-03-31T11:55:03.190	University of Oxford
816	4593455	SAMN04593455		PRJNA315969	SRS1370351	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60785	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:12.940	2016-04-01T10:49:09.980	2016-03-31T11:55:03.190	University of Oxford
817	4593454	SAMN04593454		PRJNA315969	SRS1370352	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60756	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:12.897	2016-04-01T10:55:23.750	2016-03-31T11:55:03.190	University of Oxford
818	4593453	SAMN04593453		PRJNA315969	SRS1370353	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60721	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:12.857	2016-04-01T10:55:23.540	2016-03-31T11:55:03.190	University of Oxford
819	4593452	SAMN04593452		PRJNA315969	SRS1370354	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60720	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:12.820	2016-04-01T10:55:23.300	2016-03-31T11:55:03.190	University of Oxford
820	4593451	SAMN04593451		PRJNA315969	SRS1370355	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60719	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:12.780	2016-04-01T10:55:23.100	2016-03-31T11:55:03.190	University of Oxford
821	4593450	SAMN04593450		PRJNA315969	SRS1370371	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60715	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:12.747	2016-04-01T10:55:19.957	2016-03-31T11:55:03.190	University of Oxford
822	4593449	SAMN04593449		PRJNA315969	SRS1370356	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60714	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:12.700	2016-04-01T10:55:22.867	2016-03-31T11:55:03.190	University of Oxford
823	4593448	SAMN04593448		PRJNA315969	SRS1370357	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60693	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		missing		2016-03-31T11:56:12.627	2016-04-01T10:55:22.657	2016-03-31T11:55:03.190	University of Oxford
824	4593447	SAMN04593447		PRJNA315969	SRS1370358	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60690	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:12.570	2016-04-01T10:49:11.513	2016-03-31T11:55:03.190	University of Oxford
825	4593446	SAMN04593446		PRJNA315969	SRS1370360	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60689	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:12.497	2016-04-01T10:55:22.223	2016-03-31T11:55:03.190	University of Oxford
826	4593445	SAMN04593445		PRJNA315969	SRS1370359	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60688	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:12.437	2016-04-01T10:55:22.430	2016-03-31T11:55:03.190	University of Oxford
827	4593444	SAMN04593444		PRJNA315969	SRS1370361	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60670	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:12.367	2016-04-01T10:55:21.953	2016-03-31T11:55:03.190	University of Oxford
828	4593443	SAMN04593443		PRJNA315969	SRS1370363	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60668	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:12.273	2016-04-01T10:55:21.470	2016-03-31T11:55:03.190	University of Oxford
829	4593442	SAMN04593442		PRJNA315969	SRS1370362	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60666	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:12.153	2016-04-01T10:55:21.713	2016-03-31T11:55:03.190	University of Oxford
830	4593441	SAMN04593441		PRJNA315969	SRS1370364	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60664	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:12.023	2016-04-01T10:49:11.817	2016-03-31T11:55:03.190	University of Oxford
831	4593440	SAMN04593440		PRJNA315969	SRS1370365	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60663	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.883	2016-04-01T10:49:13.093	2016-03-31T11:55:03.190	University of Oxford
832	4593439	SAMN04593439		PRJNA315969	SRS1370368	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60658	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.840	2016-04-01T10:55:20.673	2016-03-31T11:55:03.190	University of Oxford
833	4593438	SAMN04593438		PRJNA315969	SRS1370367	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60657	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.797	2016-04-01T10:55:20.963	2016-03-31T11:55:03.190	University of Oxford
834	4593437	SAMN04593437		PRJNA315969	SRS1370366	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60577	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.750	2016-04-01T10:55:21.210	2016-03-31T11:55:03.190	University of Oxford
835	4593436	SAMN04593436		PRJNA315969	SRS1370369	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60576	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.717	2016-04-01T10:55:20.420	2016-03-31T11:55:03.190	University of Oxford
836	4593435	SAMN04593435		PRJNA315969	SRS1370370	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60575	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.677	2016-04-01T10:55:20.210	2016-03-31T11:55:03.190	University of Oxford
837	4593434	SAMN04593434		PRJNA315969	SRS1370372	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60574	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.640	2016-04-01T10:55:19.730	2016-03-31T11:55:03.190	University of Oxford
838	4593433	SAMN04593433		PRJNA315969	SRS1370373	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60573	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.593	2016-04-01T10:55:19.437	2016-03-31T11:55:03.190	University of Oxford
839	4593432	SAMN04593432		PRJNA315969	SRS1370374	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60572	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.550	2016-04-01T10:55:19.170	2016-03-31T11:55:03.190	University of Oxford
840	4593431	SAMN04593431		PRJNA315969	SRS1370375	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60566	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.510	2016-04-01T10:49:13.423	2016-03-31T11:55:03.190	University of Oxford
841	4593430	SAMN04593430		PRJNA315969	SRS1370376	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60565	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.470	2016-04-01T10:55:18.863	2016-03-31T11:55:03.190	University of Oxford
842	4593429	SAMN04593429		PRJNA315969	SRS1370378	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60564	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.430	2016-04-01T10:49:14.190	2016-03-31T11:55:03.190	University of Oxford
843	4593428	SAMN04593428		PRJNA315969	SRS1370377	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60516	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.387	2016-04-01T10:55:18.597	2016-03-31T11:55:03.190	University of Oxford
844	4593427	SAMN04593427		PRJNA315969	SRS1370379	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60508	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.350	2016-04-01T10:55:18.347	2016-03-31T11:55:03.190	University of Oxford
845	4593426	SAMN04593426		PRJNA315969	SRS1370388	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60442	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.313	2016-04-01T10:55:16.830	2016-03-31T11:55:03.190	University of Oxford
846	4593425	SAMN04593425		PRJNA315969	SRS1370383	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60434	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.277	2016-04-01T10:55:17.787	2016-03-31T11:55:03.190	University of Oxford
847	4593424	SAMN04593424		PRJNA315969	SRS1370380	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60433	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.240	2016-04-01T10:55:18.057	2016-03-31T11:55:03.190	University of Oxford
848	4593423	SAMN04593423		PRJNA315969	SRS1370381	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60432	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.193	2016-04-01T10:49:14.483	2016-03-31T11:55:03.190	University of Oxford
849	4593422	SAMN04593422		PRJNA315969	SRS1370382	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60428	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.133	2016-04-01T10:49:15.727	2016-03-31T11:55:03.190	University of Oxford
850	4593421	SAMN04593421		PRJNA315969	SRS1370384	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60427	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.097	2016-04-01T10:55:17.503	2016-03-31T11:55:03.190	University of Oxford
851	4593420	SAMN04593420		PRJNA315969	SRS1370385	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60426	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		4.0500 S 39.6667 E		2016-03-31T11:56:11.060	2016-04-01T10:55:17.267	2016-03-31T11:55:03.190	University of Oxford
852	4593419	SAMN04593419		PRJNA315969	SRS1370386	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60291	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:11.023	2016-04-01T10:49:15.910	2016-03-31T11:55:03.190	University of Oxford
853	4593418	SAMN04593418		PRJNA315969	SRS1370391	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60290	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2013	Kenya	Homo sapiens	N/A														recto-vaginal		missing		2016-03-31T11:56:10.980	2016-04-01T10:55:16.290	2016-03-31T11:55:03.190	University of Oxford
854	4593417	SAMN04593417		PRJNA315969	SRS1370387	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K60028	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:10.940	2016-04-01T10:49:16.433	2016-03-31T11:55:03.190	University of Oxford
855	4593416	SAMN04593416		PRJNA315969	SRS1370389	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59962	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:10.907	2016-04-01T10:55:16.530	2016-03-31T11:55:03.190	University of Oxford
856	4593415	SAMN04593415		PRJNA315969	SRS1370390	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59927	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:10.867	2016-04-01T10:49:16.663	2016-03-31T11:55:03.190	University of Oxford
857	4593414	SAMN04593414		PRJNA315969	SRS1370392	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59917	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:10.830	2016-04-01T10:55:15.987	2016-03-31T11:55:03.190	University of Oxford
858	4593413	SAMN04593413		PRJNA315969	SRS1370393	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59881	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:10.787	2016-04-01T10:49:17.260	2016-03-31T11:55:03.190	University of Oxford
859	4593412	SAMN04593412		PRJNA315969	SRS1370394	Pathogen: clinical or host-associated sample from Streptococcus agalactiae	Streptococcus agalactiae isolate K59813	Pathogen.cl.1.0	Streptococcus agalactiae	Streptococcus agalactiae	1311		Anna Seale	2012	Kenya	Homo sapiens	N/A														recto-vaginal		3.6333 S 39.8500 E		2016-03-31T11:56:10.737	2016-04-01T10:49:17.037	2016-03-31T11:55:03.190	University of Oxford
